Subject_code,foreperiod,predictability,difficulty,d_prime,perf
17,0.65,1,6,1.05878930138178,2
17,0.65,1,8,-1.78394695232473,2
17,0.65,1,10,-1.59131399540845,2
17,0.65,3,4,2.03866023066218,2
17,0.65,3,6,0.732165658288311,2
17,0.65,3,8,0.470866743813537,2
17,0.65,3,10,-1.0969267430351,2
17,1.4,1,4,2.03866023066218,2
17,1.4,1,6,1.25476348723786,2
17,1.4,1,8,-0.493135736142751,2
17,1.4,1,10,0.229667745836823,2
17,1.4,3,4,2.03866023066218,2
17,1.4,3,6,0.110655270749604,2
17,1.4,3,8,-1.33706772507773,2
17,1.4,3,10,-1.75165477427983,2
